2026-09-14T15:31:31.318Z  INFO 1 --- [           main] -/- - - - - com.guided.orci.OrciApplication          : Starting OrciApplication using Java 21.0.12 with PID 1 (/app/classes started by root in /)
2026-09-14T15:31:31.319Z DEBUG 1 --- [           main] -/- - - - - com.guided.orci.OrciApplication          : Running with Spring Boot v4.1.1, Spring v7.0.9
2026-09-14T15:31:31.320Z  INFO 1 --- [           main] -/- - - - - com.guided.orci.OrciApplication          : The following 2 profiles are active: "local", "docker"
2026-09-14T15:31:34.968Z  WARN 1 --- [           main] -/- - - - - org.hibernate.orm.deprecation            : HHH90000025: PostgreSQLDialect does not need to be specified explicitly using 'hibernate.dialect' (remove the property setting and it will be selected by default)
2026-09-14T15:31:35.699Z  INFO 1 --- [           main] -/- - - - - c.g.o.c.h.CustomObjectMapperSupplier     : registered modules: [com.fasterxml.jackson.datatype.jdk8.Jdk8Module, jackson-datatype-jsr310, jackson-module-parameter-names, orci-jackson-module]
2026-09-14T15:31:36.106Z  WARN 1 --- [           main] -/- - - - - org.hibernate.orm.cache                  : HHH90001006: Missing cache region [default-update-timestamps-region] was created with provider-specific default policies. Explicitly configure the region and its policies, or disable this warning by setting 'hibernate.javax.cache.missing_cache_strategy' to 'create'.
2026-09-14T15:31:36.141Z  WARN 1 --- [           main] -/- - - - - org.hibernate.orm.cache                  : HHH90001006: Missing cache region [default-query-results-region] was created with provider-specific default policies. Explicitly configure the region and its policies, or disable this warning by setting 'hibernate.javax.cache.missing_cache_strategy' to 'create'.
2026-09-14T15:31:37.782Z  WARN 1 --- [           main] -/- - - - - i.m.c.i.c.CompositeMeterRegistry         : A MeterRegistry is being added to this CompositeMeterRegistry that already has registered Meters. Meter recordings (e.g. increments, recordings) that occurred before this registry was added will not be reflected in it. If adding the registry after registering meters was not intentional, update your configuration to add all MeterRegistries to the composite before registering any Meters. Note that subsequent logs will be logged at debug level.
2026-09-14T15:31:38.173Z DEBUG 1 --- [           main] -/- - - - - c.g.orci.web.filter.AdminAuditFilter     : Filter 'adminAuditFilterRegistration' configured for use
2026-09-14T15:31:38.173Z DEBUG 1 --- [           main] -/- - - - - c.guided.orci.web.filter.TraceIDFilter   : Filter 'traceIDFilter' configured for use
2026-09-14T15:31:38.173Z DEBUG 1 --- [           main] -/- - - - - c.guided.orci.web.filter.TenantFilter    : Filter 'tenantFilter' configured for use
2026-09-14T15:31:38.173Z DEBUG 1 --- [           main] -/- - - - - c.g.o.web.filter.mgb.MGBLoginDeptFilter  : Filter 'MGBLoginDeptFilter' configured for use
2026-09-14T15:31:38.173Z DEBUG 1 --- [           main] -/- - - - - c.g.o.web.filter.ClearMDCContextFilter   : Filter 'clearMDCContextFilter' configured for use
2026-09-14T15:31:38.173Z DEBUG 1 --- [           main] -/- - - - - com.guided.orci.web.filter.AuditFilter   : Filter 'auditFilter' configured for use
2026-09-14T15:31:38.173Z DEBUG 1 --- [           main] -/- - - - - c.g.orci.web.filter.UserIdContextFilter  : Filter 'userIdContextFilter' configured for use
2026-09-14T15:31:38.262Z  INFO 1 --- [           main] -/- - - - - c.g.o.c.d.DatabaseSchemaConfiguration    : Ensured schema exists: demo-demo
2026-09-14T15:31:38.262Z  INFO 1 --- [           main] -/- - - - - c.g.o.c.d.DatabaseSchemaConfiguration    : Ensured schema exists: mgb-mgh
2026-09-14T15:31:38.263Z  INFO 1 --- [           main] -/- - - - - c.g.o.c.d.DatabaseSchemaConfiguration    : Ensured schema exists: mgb-icsnh
2026-09-14T15:31:38.264Z  INFO 1 --- [           main] -/- - - - - c.g.o.c.d.DatabaseSchemaConfiguration    : Ensured schema exists: mayo-mayo
2026-09-14T15:31:38.823Z  INFO 1 --- [           main] -/- - - - - c.g.o.c.oauth.EpicOAuthKeyProvider       : Epic OAuth keys not configured - OAuth authentication disabled
2026-09-14T15:31:39.690Z  INFO 1 --- [           main] -/- - - - - com.guided.orci.service.EventService     : Created semaphore with 1 permits for case starts that auto-releases after 30000 ms
2026-09-14T15:31:39.784Z  INFO 1 --- [           main] -/- - - - - c.g.o.service.hl7.HL7MessageDispatcher   : Registered 7 HL7 processor mapping(s): [ORU^R01@mayo-mayo, RAS^O17@mayo-mayo, RAS^O25@mayo-mayo, SIU^S12@mayo-mayo, SIU^S13@mayo-mayo, SIU^S14@mayo-mayo, SIU^S15@mayo-mayo]
2026-09-14T15:31:39.851Z  INFO 1 --- [           main] -/- - - - - c.g.o.c.hl7.HL7Configuration             : Creating HL7 Medication Administration Writer: HL7Configuration(host=localhost, port=12345, useTLS=false, dryRun=true)
2026-09-14T15:31:40.987Z  WARN 1 --- [           main] -/- - - - - c.g.o.c.WebSocketConfiguration           : application.hostname is not set, so any site may open a websocket as a signed-in user
2026-09-14T15:31:40.990Z  INFO 1 --- [           main] -/- - - - - c.g.o.c.WebSocketConfiguration           : registered stomp end points: org.springframework.session.web.socket.config.annotation.AbstractSessionWebSocketMessageBrokerConfigurer$SessionStompEndpointRegistry@26c63328 for origins: [*]
2026-09-14T15:31:42.684Z  INFO 1 --- [           main] -/- - - - - c.v.flexypool.FlexyPoolDataSource        : Connection leased for 1595 millis, while threshold is set to 1000 in primaryDataSource FlexyPoolDataSource
2026-09-14T15:31:44.777Z  INFO 1 --- [           main] -/- - - - - c.v.flexypool.FlexyPoolDataSource        : Connection leased for 2090 millis, while threshold is set to 1000 in primaryDataSource FlexyPoolDataSource
2026-09-14T15:31:46.456Z  INFO 1 --- [           main] -/- - - - - c.v.flexypool.FlexyPoolDataSource        : Connection leased for 1678 millis, while threshold is set to 1000 in primaryDataSource FlexyPoolDataSource
2026-09-14T15:31:48.115Z  INFO 1 --- [           main] -/- - - - - c.v.flexypool.FlexyPoolDataSource        : Connection leased for 1658 millis, while threshold is set to 1000 in primaryDataSource FlexyPoolDataSource
2026-09-14T15:31:49.630Z  INFO 1 --- [           main] -/- - - - - c.v.flexypool.FlexyPoolDataSource        : Connection leased for 1515 millis, while threshold is set to 1000 in primaryDataSource FlexyPoolDataSource
2026-09-14T15:31:49.715Z  INFO 1 --- [           main] -/- - - - - c.g.o.configuration.CorsConfiguration    : Updated cors to allow: [http://localhost:8080]
2026-09-14T15:31:50.370Z  INFO 1 --- [           main] -/- - - - - c.guided.orci.spring.InitLockAcquirer    : Acquired init lock
2026-09-14T15:31:50.372Z  INFO 1 --- [4062511cfaf15cd] -/- - - - - c.guided.orci.spring.InitLockAcquirer    : renewed lock app_runner_init_lock_e0c2b68775be4f5ec2a4d7e884062511cfaf15cd
2026-09-14T15:31:50.374Z  INFO 1 --- [deployment_lock] -/- - - - - c.guided.orci.spring.InitLockAcquirer    : renewed lock app_runner_deployment_lock
2026-09-14T15:31:50.374Z  INFO 1 --- [           main] -/- - - - - c.guided.orci.spring.TenantSetupRunner   : Initializing Epic configuration for TenantKey[value=mgb-mgh]
2026-09-14T15:31:50.623Z DEBUG 1 --- [           main] -/- - - - - c.guided.orci.spring.TenantSetupRunner   : Adding redis message listener for TenantKey[value=mgb-mgh]
2026-09-14T15:31:50.683Z  INFO 1 --- [           main] -/- - - - - c.guided.orci.spring.TenantSetupRunner   : Initializing Epic configuration for TenantKey[value=mgb-icsnh]
2026-09-14T15:31:50.690Z DEBUG 1 --- [           main] -/- - - - - c.guided.orci.spring.TenantSetupRunner   : Adding redis message listener for TenantKey[value=mgb-icsnh]
2026-09-14T15:31:50.691Z  INFO 1 --- [           main] -/- - - - - c.guided.orci.spring.TenantSetupRunner   : Initializing Epic configuration for TenantKey[value=demo-demo]
2026-09-14T15:31:50.695Z DEBUG 1 --- [           main] -/- - - - - c.guided.orci.spring.TenantSetupRunner   : Adding redis message listener for TenantKey[value=demo-demo]
2026-09-14T15:31:50.696Z  INFO 1 --- [           main] -/- - - - - c.guided.orci.spring.TenantSetupRunner   : Initializing Epic configuration for TenantKey[value=mayo-mayo]
2026-09-14T15:31:50.700Z DEBUG 1 --- [           main] -/- - - - - c.guided.orci.spring.TenantSetupRunner   : Adding redis message listener for TenantKey[value=mayo-mayo]
2026-09-14T15:31:50.736Z  INFO 1 --- [           main] -/- - - - - c.g.orci.service.RuleFeatureFlagService  : Created feature flag for rule: w-pen-mild-pen-allergy
2026-09-14T15:31:50.740Z  INFO 1 --- [           main] -/- - - - - c.g.orci.service.RuleFeatureFlagService  : Created feature flag for rule: a-antibiotic-redose-reminder
2026-09-14T15:31:50.744Z  INFO 1 --- [           main] -/- - - - - c.g.orci.service.RuleFeatureFlagService  : Created feature flag for rule: a-known-procedure-missing-antibiotic
2026-09-14T15:31:50.747Z  INFO 1 --- [           main] -/- - - - - c.g.orci.service.RuleFeatureFlagService  : Created feature flag for rule: w-meperedine-crcl-dose-adjustment
2026-09-14T15:31:50.756Z  INFO 1 --- [           main] -/- - - - - c.g.orci.service.RuleFeatureFlagService  : Created feature flag for rule: a-parkinsons-contraindications
2026-09-14T15:31:50.762Z  INFO 1 --- [           main] -/- - - - - c.g.orci.service.RuleFeatureFlagService  : Created feature flag for rule: a-known-procedure-wrong-antibiotic
2026-09-14T15:31:50.766Z  INFO 1 --- [           main] -/- - - - - c.g.orci.service.RuleFeatureFlagService  : Created feature flag for rule: a-low-o2-saturation
2026-09-14T15:31:50.771Z  INFO 1 --- [           main] -/- - - - - c.g.orci.service.RuleFeatureFlagService  : Created feature flag for rule: w-sux-hyper-k
2026-09-14T15:31:50.775Z  INFO 1 --- [           main] -/- - - - - c.g.orci.service.RuleFeatureFlagService  : Created feature flag for rule: a-acetaminophen-early-redose
2026-09-14T15:31:50.778Z  INFO 1 --- [           main] -/- - - - - c.g.orci.service.RuleFeatureFlagService  : Created feature flag for rule: a-nsaid-gi-bleed
2026-09-14T15:31:50.782Z  INFO 1 --- [           main] -/- - - - - c.g.orci.service.RuleFeatureFlagService  : Created feature flag for rule: w-last-local-anesthetic-max-dose
2026-09-14T15:31:50.786Z  INFO 1 --- [           main] -/- - - - - c.g.orci.service.RuleFeatureFlagService  : Created feature flag for rule: a-preop-hyperglycemia
2026-09-14T15:31:50.789Z  INFO 1 --- [           main] -/- - - - - c.g.orci.service.RuleFeatureFlagService  : Created feature flag for rule: w-sux-condition-rhabdo
2026-09-14T15:31:50.794Z  INFO 1 --- [           main] -/- - - - - c.g.orci.service.RuleFeatureFlagService  : Created feature flag for rule: w-vancomycin-renal-disease
2026-09-14T15:31:50.800Z  INFO 1 --- [           main] -/- - - - - c.g.orci.service.RuleFeatureFlagService  : Created feature flag for rule: a-ceph-pen-carb-type-ii-iv-ceph-allergy
2026-09-14T15:31:50.808Z  INFO 1 --- [           main] -/- - - - - c.g.orci.service.RuleFeatureFlagService  : Created feature flag for rule: a-hypoglycemia-dm1-pregnancy
2026-09-14T15:31:50.820Z  INFO 1 --- [           main] -/- - - - - c.g.orci.service.RuleFeatureFlagService  : Created feature flag for rule: a-ceph-ceph-class-allergy
2026-09-14T15:31:50.824Z  INFO 1 --- [           main] -/- - - - - c.g.orci.service.RuleFeatureFlagService  : Created feature flag for rule: a-nmb-reversal-extubation
2026-09-14T15:31:50.827Z  INFO 1 --- [           main] -/- - - - - c.g.orci.service.RuleFeatureFlagService  : Created feature flag for rule: w-ketorolac-max-dose
2026-09-14T15:31:50.830Z  INFO 1 --- [           main] -/- - - - - c.g.orci.service.RuleFeatureFlagService  : Created feature flag for rule: a-sux-condition-intraocular-pressure
2026-09-14T15:31:50.834Z  INFO 1 --- [           main] -/- - - - - c.g.orci.service.RuleFeatureFlagService  : Created feature flag for rule: a-adjust-insulin-infusion-rate
2026-09-14T15:31:50.836Z  INFO 1 --- [           main] -/- - - - - c.g.orci.service.RuleFeatureFlagService  : Created feature flag for rule: a-start-insulin-infusion
2026-09-14T15:31:50.839Z  INFO 1 --- [           main] -/- - - - - c.g.orci.service.RuleFeatureFlagService  : Created feature flag for rule: a-ketorolac-low-crcl
2026-09-14T15:31:50.842Z  INFO 1 --- [           main] -/- - - - - c.g.orci.service.RuleFeatureFlagService  : Created feature flag for rule: a-methylene-blue-serotonergic-drug-interactions
2026-09-14T15:31:50.846Z  INFO 1 --- [           main] -/- - - - - c.g.orci.service.RuleFeatureFlagService  : Created feature flag for rule: a-preop-doxycycline-check
2026-09-14T15:31:50.853Z  INFO 1 --- [           main] -/- - - - - c.g.orci.service.RuleFeatureFlagService  : Created feature flag for rule: w-acetaminophen-max-dose
2026-09-14T15:31:50.856Z  INFO 1 --- [           main] -/- - - - - c.g.orci.service.RuleFeatureFlagService  : Created feature flag for rule: w-default-dose-adjustment
2026-09-14T15:31:50.859Z  INFO 1 --- [           main] -/- - - - - c.g.orci.service.RuleFeatureFlagService  : Created feature flag for rule: a-ebl-antibiotic-redose-reminder
2026-09-14T15:31:50.863Z  INFO 1 --- [           main] -/- - - - - c.g.orci.service.RuleFeatureFlagService  : Created feature flag for rule: a-low-heart-rate
2026-09-14T15:31:50.867Z  INFO 1 --- [           main] -/- - - - - c.g.orci.service.RuleFeatureFlagService  : Created feature flag for rule: a-meperidine-renal-redose
2026-09-14T15:31:50.869Z  INFO 1 --- [           main] -/- - - - - c.g.orci.service.RuleFeatureFlagService  : Created feature flag for rule: a-low-map
2026-09-14T15:31:50.872Z  INFO 1 --- [           main] -/- - - - - c.g.orci.service.RuleFeatureFlagService  : Created feature flag for rule: a-local-anesthetic-max-dose-scan
2026-09-14T15:31:50.876Z  INFO 1 --- [           main] -/- - - - - c.g.orci.service.RuleFeatureFlagService  : Created feature flag for rule: a-local-anesthetic-max-dose-save
2026-09-14T15:31:50.878Z  INFO 1 --- [           main] -/- - - - - c.g.orci.service.RuleFeatureFlagService  : Created feature flag for rule: a-ceph-cross-reaction-ceph-allergy
2026-09-14T15:31:50.881Z  INFO 1 --- [           main] -/- - - - - c.g.orci.service.RuleFeatureFlagService  : Created feature flag for rule: a-eras-antiemetics
2026-09-14T15:31:50.884Z  INFO 1 --- [           main] -/- - - - - c.g.orci.service.RuleFeatureFlagService  : Created feature flag for rule: w-sugammadex-default-dose
2026-09-14T15:31:50.886Z  INFO 1 --- [           main] -/- - - - - c.g.orci.service.RuleFeatureFlagService  : Created feature flag for rule: a-hypoglycemia
